accuracy,f1_macro,f1_cancer,recall_cancer,precision_cancer,fold,mode,k,purity_threshold,min_labeled_per_cluster,pseudo_weight,n_pseudo,pseudo_cancer,pseudo_normal,mapped_clusters
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,1,both,15,0.95,3,0.2,465,369,96,5
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,1,both,15,0.95,5,0.01,305,209,96,3
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,1,both,15,0.95,5,0.02,305,209,96,3
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,1,both,15,0.95,5,0.05,305,209,96,3
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,1,both,15,0.95,5,0.1,305,209,96,3
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,1,both,15,0.95,5,0.2,305,209,96,3
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,1,both,15,1.0,2,0.01,679,583,96,8
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,1,both,15,1.0,2,0.02,679,583,96,8
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,1,both,15,1.0,2,0.05,679,583,96,8
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,1,both,15,1.0,2,0.1,679,583,96,8
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,1,both,15,1.0,2,0.2,679,583,96,8
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,1,both,15,1.0,3,0.01,465,369,96,5
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,1,both,15,1.0,3,0.02,465,369,96,5
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,1,both,15,1.0,3,0.05,465,369,96,5
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,1,both,15,1.0,3,0.1,465,369,96,5
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,1,both,15,1.0,3,0.2,465,369,96,5
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,1,both,15,1.0,5,0.01,305,209,96,3
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,1,both,15,1.0,5,0.02,305,209,96,3
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,1,both,15,1.0,5,0.05,305,209,96,3
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,1,both,15,1.0,5,0.1,305,209,96,3
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,1,both,15,1.0,5,0.2,305,209,96,3
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,1,cancer_only,20,0.9,2,0.01,515,515,0,8
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,1,cancer_only,20,0.9,2,0.02,515,515,0,8
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,1,cancer_only,20,0.9,2,0.05,515,515,0,8
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,1,cancer_only,20,0.9,2,0.1,515,515,0,8
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,1,cancer_only,20,0.9,2,0.2,515,515,0,8
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,1,cancer_only,20,0.9,3,0.01,259,259,0,4
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,1,cancer_only,20,0.9,3,0.02,259,259,0,4
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,1,cancer_only,20,0.9,3,0.05,259,259,0,4
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,1,cancer_only,20,0.9,3,0.1,259,259,0,4
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,1,cancer_only,20,0.9,3,0.2,259,259,0,4
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,1,cancer_only,20,0.95,2,0.01,515,515,0,8
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,1,cancer_only,20,0.95,2,0.02,515,515,0,8
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,1,cancer_only,20,0.95,2,0.05,515,515,0,8
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,1,cancer_only,20,0.95,2,0.1,515,515,0,8
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,1,cancer_only,20,0.95,2,0.2,515,515,0,8
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,1,cancer_only,20,0.95,3,0.01,259,259,0,4
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,1,cancer_only,20,0.95,3,0.02,259,259,0,4
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,1,cancer_only,20,0.95,3,0.05,259,259,0,4
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,1,cancer_only,20,0.95,3,0.1,259,259,0,4
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,1,cancer_only,20,0.95,3,0.2,259,259,0,4
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,1,cancer_only,20,1.0,2,0.01,515,515,0,8
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,1,cancer_only,20,1.0,2,0.02,515,515,0,8
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,1,cancer_only,20,1.0,2,0.05,515,515,0,8
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,1,cancer_only,20,1.0,2,0.1,515,515,0,8
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,1,cancer_only,20,1.0,2,0.2,515,515,0,8
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,1,cancer_only,20,1.0,3,0.01,259,259,0,4
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,1,cancer_only,20,1.0,3,0.02,259,259,0,4
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,1,cancer_only,20,1.0,3,0.05,259,259,0,4
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,1,cancer_only,20,1.0,3,0.1,259,259,0,4
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,1,cancer_only,20,1.0,3,0.2,259,259,0,4
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,1,both,20,0.9,2,0.01,699,515,184,11
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,1,both,20,0.9,2,0.02,699,515,184,11
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,1,both,20,0.9,2,0.05,699,515,184,11
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,1,both,20,0.9,2,0.1,699,515,184,11
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,1,both,20,0.9,2,0.2,699,515,184,11
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,1,both,20,0.9,3,0.01,443,259,184,7
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,1,both,20,0.9,3,0.02,443,259,184,7
