accuracy,f1_macro,f1_cancer,recall_cancer,precision_cancer,fold,mode,k,purity_threshold,min_labeled_per_cluster,pseudo_weight,n_pseudo,pseudo_cancer,pseudo_normal,mapped_clusters
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,1,both,40,0.9,5,0.02,252,76,176,5
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,1,both,40,0.9,5,0.05,252,76,176,5
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,1,both,40,0.9,5,0.1,252,76,176,5
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,1,both,40,0.9,5,0.2,252,76,176,5
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,1,both,40,0.95,2,0.01,523,293,230,12
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,1,both,40,0.95,2,0.02,523,293,230,12
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,1,both,40,0.95,2,0.05,523,293,230,12
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,1,both,40,0.95,2,0.1,523,293,230,12
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,1,both,40,0.95,2,0.2,523,293,230,12
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,1,both,40,0.95,3,0.01,459,229,230,10
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,1,both,40,0.95,3,0.02,459,229,230,10
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,1,both,40,0.95,3,0.05,459,229,230,10
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,1,both,40,0.95,3,0.1,459,229,230,10
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,1,both,40,0.95,3,0.2,459,229,230,10
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,1,both,40,0.95,5,0.01,252,76,176,5
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,1,both,40,0.95,5,0.02,252,76,176,5
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,1,both,40,0.95,5,0.05,252,76,176,5
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,1,both,40,0.95,5,0.1,252,76,176,5
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,1,both,40,0.95,5,0.2,252,76,176,5
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,1,both,40,1.0,2,0.01,523,293,230,12
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,1,both,40,1.0,2,0.02,523,293,230,12
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,1,both,40,1.0,2,0.05,523,293,230,12
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,1,both,40,1.0,2,0.1,523,293,230,12
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,1,both,40,1.0,2,0.2,523,293,230,12
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,1,both,40,1.0,3,0.01,459,229,230,10
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,1,both,40,1.0,3,0.02,459,229,230,10
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,1,both,40,1.0,3,0.05,459,229,230,10
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,1,both,40,1.0,3,0.1,459,229,230,10
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,1,both,40,1.0,3,0.2,459,229,230,10
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,1,both,40,1.0,5,0.01,252,76,176,5
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,1,both,40,1.0,5,0.02,252,76,176,5
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,1,both,40,1.0,5,0.05,252,76,176,5
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,1,both,40,1.0,5,0.1,252,76,176,5
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,1,both,40,1.0,5,0.2,252,76,176,5
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,cancer_only,10,0.9,2,0.01,479,479,0,3
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,cancer_only,10,0.9,2,0.02,479,479,0,3
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,2,cancer_only,10,0.9,2,0.05,479,479,0,3
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,2,cancer_only,10,0.9,2,0.1,479,479,0,3
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,2,cancer_only,10,0.9,2,0.2,479,479,0,3
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,cancer_only,10,0.9,3,0.01,479,479,0,3
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,cancer_only,10,0.9,3,0.02,479,479,0,3
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,2,cancer_only,10,0.9,3,0.05,479,479,0,3
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,2,cancer_only,10,0.9,3,0.1,479,479,0,3
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,2,cancer_only,10,0.9,3,0.2,479,479,0,3
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,cancer_only,10,0.9,5,0.01,316,316,0,2
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,cancer_only,10,0.9,5,0.02,316,316,0,2
0.9,0.9,0.9,0.9,0.9,2,cancer_only,10,0.9,5,0.05,316,316,0,2
0.9,0.9,0.9,0.9,0.9,2,cancer_only,10,0.9,5,0.1,316,316,0,2
0.9,0.9,0.9,0.9,0.9,2,cancer_only,10,0.9,5,0.2,316,316,0,2
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,cancer_only,10,0.95,2,0.01,479,479,0,3
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,cancer_only,10,0.95,2,0.02,479,479,0,3
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,2,cancer_only,10,0.95,2,0.05,479,479,0,3
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,2,cancer_only,10,0.95,2,0.1,479,479,0,3
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,2,cancer_only,10,0.95,2,0.2,479,479,0,3
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,cancer_only,10,0.95,3,0.01,479,479,0,3
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,cancer_only,10,0.95,3,0.02,479,479,0,3
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,2,cancer_only,10,0.95,3,0.05,479,479,0,3
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,2,cancer_only,10,0.95,3,0.1,479,479,0,3
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,2,cancer_only,10,0.95,3,0.2,479,479,0,3
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,cancer_only,10,0.95,5,0.01,316,316,0,2
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,cancer_only,10,0.95,5,0.02,316,316,0,2
0.9,0.9,0.9,0.9,0.9,2,cancer_only,10,0.95,5,0.05,316,316,0,2
0.9,0.9,0.9,0.9,0.9,2,cancer_only,10,0.95,5,0.1,316,316,0,2
0.9,0.9,0.9,0.9,0.9,2,cancer_only,10,0.95,5,0.2,316,316,0,2
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,cancer_only,10,1.0,2,0.01,479,479,0,3
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,cancer_only,10,1.0,2,0.02,479,479,0,3
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,2,cancer_only,10,1.0,2,0.05,479,479,0,3
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,2,cancer_only,10,1.0,2,0.1,479,479,0,3
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,2,cancer_only,10,1.0,2,0.2,479,479,0,3
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,cancer_only,10,1.0,3,0.01,479,479,0,3
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,cancer_only,10,1.0,3,0.02,479,479,0,3
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,2,cancer_only,10,1.0,3,0.05,479,479,0,3
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,2,cancer_only,10,1.0,3,0.1,479,479,0,3
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,2,cancer_only,10,1.0,3,0.2,479,479,0,3
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,cancer_only,10,1.0,5,0.01,316,316,0,2
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,cancer_only,10,1.0,5,0.02,316,316,0,2
0.9,0.9,0.9,0.9,0.9,2,cancer_only,10,1.0,5,0.05,316,316,0,2
0.9,0.9,0.9,0.9,0.9,2,cancer_only,10,1.0,5,0.1,316,316,0,2
0.9,0.9,0.9,0.9,0.9,2,cancer_only,10,1.0,5,0.2,316,316,0,2
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,both,10,0.9,2,0.01,680,479,201,5
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,both,10,0.9,2,0.02,680,479,201,5
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,both,10,0.9,2,0.05,680,479,201,5
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,both,10,0.9,2,0.1,680,479,201,5
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,both,10,0.9,2,0.2,680,479,201,5
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,both,10,0.9,3,0.01,680,479,201,5
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,both,10,0.9,3,0.02,680,479,201,5
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,both,10,0.9,3,0.05,680,479,201,5
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,both,10,0.9,3,0.1,680,479,201,5
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,both,10,0.9,3,0.2,680,479,201,5
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,both,10,0.9,5,0.01,517,316,201,4
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,both,10,0.9,5,0.02,517,316,201,4
0.9,0.9,0.9,0.9,0.9,2,both,10,0.9,5,0.05,517,316,201,4
0.9,0.9,0.9,0.9,0.9,2,both,10,0.9,5,0.1,517,316,201,4
0.9,0.9,0.9,0.9,0.9,2,both,10,0.9,5,0.2,517,316,201,4
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,both,10,0.95,2,0.01,479,479,0,3
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,both,10,0.95,2,0.02,479,479,0,3
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,2,both,10,0.95,2,0.05,479,479,0,3
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,2,both,10,0.95,2,0.1,479,479,0,3
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,2,both,10,0.95,2,0.2,479,479,0,3
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,both,10,0.95,3,0.01,479,479,0,3
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,both,10,0.95,3,0.02,479,479,0,3
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,2,both,10,0.95,3,0.05,479,479,0,3
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,2,both,10,0.95,3,0.1,479,479,0,3
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,2,both,10,0.95,3,0.2,479,479,0,3
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,both,10,0.95,5,0.01,316,316,0,2
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,both,10,0.95,5,0.02,316,316,0,2
0.9,0.9,0.9,0.9,0.9,2,both,10,0.95,5,0.05,316,316,0,2
0.9,0.9,0.9,0.9,0.9,2,both,10,0.95,5,0.1,316,316,0,2
0.9,0.9,0.9,0.9,0.9,2,both,10,0.95,5,0.2,316,316,0,2
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,both,10,1.0,2,0.01,479,479,0,3
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,both,10,1.0,2,0.02,479,479,0,3
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,2,both,10,1.0,2,0.05,479,479,0,3
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,2,both,10,1.0,2,0.1,479,479,0,3
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,2,both,10,1.0,2,0.2,479,479,0,3
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,both,10,1.0,3,0.01,479,479,0,3
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,both,10,1.0,3,0.02,479,479,0,3
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,2,both,10,1.0,3,0.05,479,479,0,3
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,2,both,10,1.0,3,0.1,479,479,0,3
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,2,both,10,1.0,3,0.2,479,479,0,3
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,both,10,1.0,5,0.01,316,316,0,2
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,both,10,1.0,5,0.02,316,316,0,2
0.9,0.9,0.9,0.9,0.9,2,both,10,1.0,5,0.05,316,316,0,2
0.9,0.9,0.9,0.9,0.9,2,both,10,1.0,5,0.1,316,316,0,2
0.9,0.9,0.9,0.9,0.9,2,both,10,1.0,5,0.2,316,316,0,2
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,cancer_only,15,0.9,2,0.01,519,519,0,6
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,2,cancer_only,15,0.9,2,0.02,519,519,0,6
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,2,cancer_only,15,0.9,2,0.05,519,519,0,6
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,2,cancer_only,15,0.9,2,0.1,519,519,0,6
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,2,cancer_only,15,0.9,2,0.2,519,519,0,6
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,cancer_only,15,0.9,3,0.01,370,370,0,4
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,cancer_only,15,0.9,3,0.02,370,370,0,4
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,2,cancer_only,15,0.9,3,0.05,370,370,0,4
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,2,cancer_only,15,0.9,3,0.1,370,370,0,4
0.85,0.849624060150376,0.8571428571428571,0.9,0.8181818181818182,2,cancer_only,15,0.9,3,0.2,370,370,0,4
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,cancer_only,15,0.9,5,0.01,122,122,0,1
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,cancer_only,15,0.9,5,0.02,122,122,0,1
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,cancer_only,15,0.9,5,0.05,122,122,0,1
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,cancer_only,15,0.9,5,0.1,122,122,0,1
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,cancer_only,15,0.9,5,0.2,122,122,0,1
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,cancer_only,15,0.95,2,0.01,519,519,0,6
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,2,cancer_only,15,0.95,2,0.02,519,519,0,6
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,2,cancer_only,15,0.95,2,0.05,519,519,0,6
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,2,cancer_only,15,0.95,2,0.1,519,519,0,6
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,2,cancer_only,15,0.95,2,0.2,519,519,0,6
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,cancer_only,15,0.95,3,0.01,370,370,0,4
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,cancer_only,15,0.95,3,0.02,370,370,0,4
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,2,cancer_only,15,0.95,3,0.05,370,370,0,4
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,2,cancer_only,15,0.95,3,0.1,370,370,0,4
0.85,0.849624060150376,0.8571428571428571,0.9,0.8181818181818182,2,cancer_only,15,0.95,3,0.2,370,370,0,4
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,cancer_only,15,0.95,5,0.01,122,122,0,1
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,cancer_only,15,0.95,5,0.02,122,122,0,1
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,cancer_only,15,0.95,5,0.05,122,122,0,1
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,cancer_only,15,0.95,5,0.1,122,122,0,1
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,cancer_only,15,0.95,5,0.2,122,122,0,1
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,cancer_only,15,1.0,2,0.01,519,519,0,6
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,2,cancer_only,15,1.0,2,0.02,519,519,0,6
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,2,cancer_only,15,1.0,2,0.05,519,519,0,6
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,2,cancer_only,15,1.0,2,0.1,519,519,0,6
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,2,cancer_only,15,1.0,2,0.2,519,519,0,6
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,cancer_only,15,1.0,3,0.01,370,370,0,4
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,cancer_only,15,1.0,3,0.02,370,370,0,4
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,2,cancer_only,15,1.0,3,0.05,370,370,0,4
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,2,cancer_only,15,1.0,3,0.1,370,370,0,4
0.85,0.849624060150376,0.8571428571428571,0.9,0.8181818181818182,2,cancer_only,15,1.0,3,0.2,370,370,0,4
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,cancer_only,15,1.0,5,0.01,122,122,0,1
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,cancer_only,15,1.0,5,0.02,122,122,0,1
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,cancer_only,15,1.0,5,0.05,122,122,0,1
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,cancer_only,15,1.0,5,0.1,122,122,0,1
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,cancer_only,15,1.0,5,0.2,122,122,0,1
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,both,15,0.9,2,0.01,709,519,190,8
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,both,15,0.9,2,0.02,709,519,190,8
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,both,15,0.9,2,0.05,709,519,190,8
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,both,15,0.9,2,0.1,709,519,190,8
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,both,15,0.9,2,0.2,709,519,190,8
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,both,15,0.9,3,0.01,560,370,190,6
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,both,15,0.9,3,0.02,560,370,190,6
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,both,15,0.9,3,0.05,560,370,190,6
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,both,15,0.9,3,0.1,560,370,190,6
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,both,15,0.9,3,0.2,560,370,190,6
0.9,0.9,0.9,0.9,0.9,2,both,15,0.9,5,0.01,312,122,190,3
0.9,0.9,0.9,0.9,0.9,2,both,15,0.9,5,0.02,312,122,190,3
0.9,0.9,0.9,0.9,0.9,2,both,15,0.9,5,0.05,312,122,190,3
0.9,0.9,0.9,0.9,0.9,2,both,15,0.9,5,0.1,312,122,190,3
0.9,0.9,0.9,0.9,0.9,2,both,15,0.9,5,0.2,312,122,190,3
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,both,15,0.95,2,0.01,611,519,92,7
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,both,15,0.95,2,0.02,611,519,92,7
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,both,15,0.95,2,0.05,611,519,92,7
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,both,15,0.95,2,0.1,611,519,92,7
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,both,15,0.95,2,0.2,611,519,92,7
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,both,15,0.95,3,0.01,462,370,92,5
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,both,15,0.95,3,0.02,462,370,92,5
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,both,15,0.95,3,0.05,462,370,92,5
0.9,0.9,0.9,0.9,0.9,2,both,15,0.95,3,0.1,462,370,92,5
0.9,0.9,0.9,0.9,0.9,2,both,15,0.95,3,0.2,462,370,92,5
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,both,15,0.95,5,0.01,214,122,92,2
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,both,15,0.95,5,0.02,214,122,92,2
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,both,15,0.95,5,0.05,214,122,92,2
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,both,15,0.95,5,0.1,214,122,92,2
0.85,0.849624060150376,0.8571428571428571,0.9,0.8181818181818182,2,both,15,0.95,5,0.2,214,122,92,2
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,both,15,1.0,2,0.01,611,519,92,7
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,both,15,1.0,2,0.02,611,519,92,7
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,both,15,1.0,2,0.05,611,519,92,7
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,both,15,1.0,2,0.1,611,519,92,7
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,both,15,1.0,2,0.2,611,519,92,7
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,both,15,1.0,3,0.01,462,370,92,5
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,both,15,1.0,3,0.02,462,370,92,5
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,both,15,1.0,3,0.05,462,370,92,5
0.9,0.9,0.9,0.9,0.9,2,both,15,1.0,3,0.1,462,370,92,5
0.9,0.9,0.9,0.9,0.9,2,both,15,1.0,3,0.2,462,370,92,5
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,both,15,1.0,5,0.01,214,122,92,2
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,both,15,1.0,5,0.02,214,122,92,2
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,both,15,1.0,5,0.05,214,122,92,2
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,both,15,1.0,5,0.1,214,122,92,2
0.85,0.849624060150376,0.8571428571428571,0.9,0.8181818181818182,2,both,15,1.0,5,0.2,214,122,92,2
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,cancer_only,20,0.9,2,0.01,332,332,0,4
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,cancer_only,20,0.9,2,0.02,332,332,0,4
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,2,cancer_only,20,0.9,2,0.05,332,332,0,4
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,2,cancer_only,20,0.9,2,0.1,332,332,0,4
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,2,cancer_only,20,0.9,2,0.2,332,332,0,4
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,cancer_only,20,0.9,3,0.01,332,332,0,4
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,cancer_only,20,0.9,3,0.02,332,332,0,4
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,2,cancer_only,20,0.9,3,0.05,332,332,0,4
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,2,cancer_only,20,0.9,3,0.1,332,332,0,4
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,2,cancer_only,20,0.9,3,0.2,332,332,0,4
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,cancer_only,20,0.9,5,0.01,211,211,0,2
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,cancer_only,20,0.9,5,0.02,211,211,0,2
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,cancer_only,20,0.9,5,0.05,211,211,0,2
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,2,cancer_only,20,0.9,5,0.1,211,211,0,2
0.85,0.849624060150376,0.8571428571428571,0.9,0.8181818181818182,2,cancer_only,20,0.9,5,0.2,211,211,0,2
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,cancer_only,20,0.95,2,0.01,332,332,0,4
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,cancer_only,20,0.95,2,0.02,332,332,0,4
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,2,cancer_only,20,0.95,2,0.05,332,332,0,4
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,2,cancer_only,20,0.95,2,0.1,332,332,0,4
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,2,cancer_only,20,0.95,2,0.2,332,332,0,4
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,cancer_only,20,0.95,3,0.01,332,332,0,4
0.95,0.949874686716792,0.9523809523809523,1.0,0.9090909090909091,2,cancer_only,20,0.95,3,0.02,332,332,0,4
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,2,cancer_only,20,0.95,3,0.05,332,332,0,4
0.9,0.898989898989899,0.9090909090909091,1.0,0.8333333333333334,2,cancer_only,20,0.95,3,0.1,332,332,0,4
