model,accuracy,precision_macro,recall_macro,f1_macro,f1_cancer,recall_cancer,precision_cancer
supervised_strong_only,0.9,0.9058441558441559,0.8999999999999999,0.8996386993175431,0.9056603773584906,0.96,0.8571428571428571
semi_supervised_kmeans_selective,0.9,0.9058441558441559,0.8999999999999999,0.8996386993175431,0.9056603773584906,0.96,0.8571428571428571
semi_supervised_dbscan_selective,0.9,0.9058441558441559,0.8999999999999999,0.8996386993175431,0.9056603773584906,0.96,0.8571428571428571
